10/17/01 	17/10/2001 
despairing 	hopeless 
gender-related 	sexist 
michel 	mitchell 
patricio 	patrick 
retrofit 	retrofitting 
carpeting 	tapetum 
fragmentation 	splitting 
vineyard 	wine 
casual 	sporadic 
play-out 	playout 
1.18 	1.27 
branded 	trademark 
campaigners 	supporters 
dipstick 	pushrod 
irremediably 	irreparably 
filled 	filled-in 
lament 	mourn 
rockets 	shells 
co-operate 	co-operation 
locate 	track 
stern 	stringent 
aco 	nac 
marseille 	valladolid 
feilas 	lads 
amount 	importance 
assay 	mix 
decommissioning 	downgrade 
16.00 	4 
36 	36.0 
75 	750 
back-to-front 	backwards 
cmtc 	csc 
bitty 	feeding 
corporate-level 	ultimate 
bernadotte 	count 
bill 	ticket 
layout 	submission 
minimisation 	minimize 
manufactured 	processed 
2.9 	29 
verve 	warmth 
357 	392 
causal 	determinants 
d. 100 	p. 100 
media 	newspapers 
barcelona 	hoffenheim 
d2 	θ 
duff 	litter 
058 	850 
cannon 	projectiles 
objection 	opposed 
crosscultural 	inter-cultural 
x 	xth 
extras 	supplements 
field 	fieldwork 
defeats 	sweeps 
benny 	penny 
ghai 	guei 
108 	1997/108 
deadlines 	time 
expandable 	pregnant 
seeing 	view 
inquires 	interrogatories 
abolishment 	deleting 
debt 	receivables 
arabi 	larbi 
benefit 	entitlements 
kasai 	kasse 
aspirations 	longings 
ramp 	slipway 
planted 	sowed 
puts 	raises 
auxiliary 	dummy 
foundation 	fundamentals 
itcs 	vic 
artistes 	singers 
solicitations 	tenders 
blaze 	wildfire 
connection 	occasion 
go 	partir 
pot 	wok 
underestimate 	undervaluation 
rededicate 	renew 
18 	18.00 
rhetorical 	verbal 
che 	vehicles 
congested 	overloaded 
error 	mix-up 
astonishing 	extraordinary 
stress 	stress-related 
envelopes 	housings 
lawmakers 	members 
canal 	conduit 
jolt 	radius 
dealt 	handled 
anything 	none 
glass 	toast 
genetically 	genetically-modified 
patented 	patenting 
aei 	esl 
hills 	knolls 
behavior 	performance 
legislator 	regulator 
constrained 	embarrassed 
direct 	on-line 
medicines 	remedies 
eject 	evict 
altered 	modify 
declared 	declaring 
figures 	sums 
hopeful 	upbeat 
refugee 	réfugiés 
observing 	respecting 
insulates 	shields 
2.93 	3,06 
ill 	infirm 
411 	421 
dreaming 	dreams 
repetitions 	replications 
vice-chairmanships 	vice-chairmen 
forfeiture 	loss 
giving 	paying 
22 	22.00 
enforceable 	payable 
finalist 	nominee 
cutout 	cutting 
inscribed 	placed 
accidental 	spin-off 
harden 	söderman 
il 	il-sung 
beanies 	socks 
cleansing 	purifying 
147 	714 
frazer 	frazier 
drawdowns 	levies 
plague 	wound 
gian 	gyan 
har 	warm 
recovery 	remedial 
condemn 	denounced 
confidential 	unlisted 
formed 	integral 
countervailing 	cvd 
lehne 	leinen 
sub-components 	subassemblies 
enhancing 	fostering 
global 	global-level 
legendary 	mythical 
azorean 	azores 
chief 	president 
bourses 	bursaries 
1 	¹ 
authored 	written 
compromised 	hampered 
dprk 	piong 
backfile 	backlog 
negligible 	paltry 
flowers 	roses 
crossover 	dimmer 
figures 	values 
salvoes 	shells 
recalling 	reminiscent 
alteration 	modifications 
parcel 	plat 
test 	testa 
absence 	missing 
mishmash 	rag-bag 
proportion 	proportionality 
defines 	stipulates 
tendencias 	tendencies 
affirmative 	preferential 
free-standing 	standalone 
inaccurate 	mistaken 
unfortunate 	untoward 
beats 	pulsations 
directories 	repositories 
slicks 	webs 
installation 	reinstallation 
disturbed 	preoccupied 
acceptable 	suitable 
filling 	populate 
rmc 	wcar 
aggregate 	attaché 
n.b. 	note 
o2 	quenching 
re-nationalization 	renationalising 
happiest 	prettiest 
rehoused 	resettled 
broadleaf 	deciduous 
cia 	intelligence 
gendarmes 	marshals 
davkov 	tax 
elder 	former 
ruined 	skinned 
find 	look 
under-sea 	underwater 
ca 	not 
rdc 	rec 
l. 64 	l. 65 
corral 	poultry 
hair 	pelage 
plan 	workplan 
recapitulation 	summing-up 
sacrifice 	victim 
sharing 	swap 
declared 	explained 
based 	justified 
dissuasive 	off-putting 
bhuckory 	gokool 
dea 	wea 
owned 	possession 
promotes 	promotion 
combinations 	permutations 
non-reporting 	non-submission 
country-by-country 	country-specific 
black 	calico 
mm . 	mr 
depots 	tanks 
certainly 	decidedly 
checked 	marked 
forty - 	forty-second 
unfeasible 	unrealistic 
chok 	chuck 
` oeuvres 	oeuvres 
mediators 	settlors 
regret 	regretting 
moved 	traveled 
paras 	per 
s.a 	sa 
cartons 	shells 
foresight 	outlook 
reassuring 	refreshing 
confederación 	gctu 
dutch 	german-speaking 
mp 	parliamentary 
addition 	summation 
criticality 	importance 
rabble 	stinker 
ai 	did 
expedient 	opportune 
- not 	n't 
acr 	rca 
france-presse 	shimbun 
graph 	graphs 
state 	stato 
credentials 	qualifications 
` alimentation 	nutrition 
case 	deal 
file 	issue 
masquerading 	posing 
cam 	tcp 
complex 	sprawling 
productivity 	uptime 
cretin 	dumbass 
mentality 	mind 
spling 	spring 
corruption 	corruption-related 
definite 	firm 
delightful 	yummy 
hd 	hdtv 
belle 	gorgeous 
impartial 	non-biased 
re-allocation 	reallocating 
café 	paye 
directing 	directorate 
mainstreaming 	refocusing 
certified 	certiﬁed 
401 	402 
86 	86-later 
draft 	tentative 
changer 	charger 
dispatch 	ship-to 
revive 	yahya 
amendments 	proposals 
fabric 	webbing 
storyline 	weft 
brilliantly 	excellently 
ruled 	sentenced 
complicate 	compound 
aerials 	antenna 
eerp 	father 
idd 	iodine 
demotion 	downgrade 
39 	39.62 
clear 	flagrant 
agreement 	arrangements 
exceptional 	exceptions 
gibril 	guibril 
house 	white 
suh 	tsui 
package 	series 
flew 	traveled 
baffled 	puzzled 
388 	393 
fpas 	nph 
moheet 	surrounding 
house 	place 
measure 	move 
oar 	trainset 
testament 	tribute 
0,2 	0.20 
anecdotal 	circumstantial 
anonymous 	non-nominal 
cumaraswamy 	deng 
authorization 	license 
banner 	motto 
cop 	pa 
sink 	spreader 
cunt 	snatch 
diet 	ration 
inducement 	instigation 
re-state 	reaffirm 
moustafa 	moustapha 
bitches 	pansies 
recoveries 	refunds 
03-04 	2003/04 
15,000 	51,000 
awful 	scary 
concentrate 	focused 
dossier 	files 
saa 	sá 
footage 	image 
humiliation 	shaming 
departing 	exiting 
107 	108 
contingent-owned 	nations-owned 
british 	u.k 
deflectors 	shields 
cloak 	pretext 
aggregation 	cluster 
striven 	worked 
fcr 	rpp 
railcars 	tank-wagons 
news 	novice 
amiable 	lovable 
presentation 	show 
propriety 	suitability 
actually 	virtually 
design 	formulate 
convincing 	disguised 
evident 	overt 
cars 	wagon 
discussant 	panelist 
cl 	informer 
cross-practice 	cross-sectoral 
r. 	r.m.s. 
demise 	disappearing 
diverted 	transferred 
infringed 	injured 
ambiguous 	unambiguous 
piercings 	rings 
approval 	authority 
attainment 	implementation 
carnage 	shambles 
burdened 	loaded 
fold 	kink 
madam 	missus 
wei 	wi 
midwives 	obstetricians 
goon 	thug 
realtor 	seller 
override 	void 
4.15 	4:15 
facilitators 	moderator 
tdd 	teletypewriter 
exploits 	scans 
test 	touchstone 
gravest 	greatest 
bong 	feng 
dips 	falls 
loaders 	mags 
backdrop 	light 
building 	consolidating 
hard-hitting 	relentless 
twenty-eighth 	twenty-ninth 
crane 	keren 
cause 	entail 
08.30 	0830 
al-sunna 	sunna 
cows 	mad 
broaden 	enhance 
impair 	infringe 
extremist 	maximalist 
viewable 	viewing 
common 	gemeinsame 
retained 	upheld 
ed 	ed . 
disaster 	shambles 
asked 	put 
avoids 	obviates 
collaborate 	engage 
02 	02:00 
com 	gom 
descending 	ilah 
part-session 	sesji 
resettlement 	restocking 
overly 	prohibitively 
ip 	ipr 
outbound 	transmitter 
abstract 	condensed 
rotating 	swivel 
elsewhere 	otherwise 
feeding 	nourishment 
defusing 	easing 
charging 	receipt 
components 	factors 
instructed 	tasked 
serials 	series 
revolution 	upheaval 
accrediting 	crediting 
distributes 	divides 
dentures 	teeth 
bird 	finger 
cucumber 	lettuce 
clean-up 	purification 
juventus 	valencia 
modular 	modules 
moshi 	mushi 
mr 	olli 
considerations 	observations 
first-degree 	undergraduate 
grandi 	large 
drew 	fired 
tsunami 	tsunami-affected 
irena 	irina 
reactivation 	relaunch 
gpp 	gps 
hardtop 	top 
conscience 	objector 
anti-rust 	rust 
highest 	more 
du 	the 
economic 	wirtschafts - 
alien 	outsider 
participant 	player 
outlander 	stranger 
misconceptions 	prejudices 
off-limits 	prohibits 
deficiency 	loophole 
islamics 	islamists 
part 	teil 
case-law 	precedent 
concerned 	implicated 
mitigated 	smoothed 
indices 	signs 
bucket 	seal 
elevation 	hoist 
rebuffed 	refused 
gorgeous 	ravishing 
alcatraz 	diversion 
utilize 	utilizing 
mating 	passing 
20 	20 . 
consensual 	uncontentious 
forward 	front 
isolated 	sporadic 
adolescence 	boyhood 
grassroots 	populaires 
care 	focus 
margin 	mark-up 
broken 	raped 
2006/04/29 	2007/11/30 
perilous 	precarious 
chains 	lines 
conjunction 	joint 
governing 	ruler 
sebastian 	trudy 
declines 	setbacks 
nomination 	proposal 
enhanced 	optimized 
offer 	provided 
compromises 	encumbrances 
friends 	homeys 
janitor 	warden 
mastermind 	planner 
- colin 	colin 
couleuvre 	eastern 
boxes 	categories 
gmms 	gmos 
331 	332 
duty-bound 	unshirkable 
pledged 	promises 
re-start 	restarting 
compromising 	impairing 
invoked 	raised 
unique 	unrepeatable 
cleaner 	own 
chair 	seat 
river 	waterway 
auxerre 	sienna 
extracting 	retrieval 
lightly 	recklessly 
combine 	join 
rough 	rudimentary 
1.23 	1.27 
authoritarianism 	dictatorship 
outreach 	publicity 
channelling 	funnelling 
681 	690 
sensational 	startling 
belarus 	belorusian 
billström 	wallström 
precision 	seiko 
louvers 	racks 
dauphin 	heir 
declination 	refusal 
dork 	penis 
variability 	variance 
developing 	emerging 
amending 	modified 
clamp 	mounting 
debbie 	debi 
possess 	possessing 
soa 	ssa 
coverings 	linings 
paediatricians 	pediatrics 
client 	recipient 
program 	syllabus 
disputing 	quarreling 
accursed 	no-good 
discharge 	dumpster 
enhancing 	improvements 
ashes 	ruins 
exhibits 	shows 
` id 	bin 
bastard 	fuck 
fission 	fissionable 
quarter 	watch 
envision 	imagine 
cpf 	partnership 
ecus 	shields 
castrated 	retarded 
either 	is 
amount 	extent 
delving 	digging 
annex 	appended 
distinct 	separated 
ars 	ixc 
express 	expressly 
pac 	pacs 
insufficiencies 	shortfalls 
emplanement 	entraining 
hull 	pod 
determine 	déterminer 
governing 	verdict 
peacock 	pub 
directors 	leaders 
recalculation 	restatement 
relief 	terrain 
combined 	together 
boost 	improve 
endorse 	endorsed 
48.8 	488 
kiddo 	small 
billing 	billings 
debate-votación 	holding 
edfs 	erf 
emf 	etf 
ice 	icefield 
kareem 	noble 
refundable 	reimbursed 
listings 	rosters 
drain 	wastage 
disputable 	objectionable 
instructional 	instructive 
discharges 	landfill 
spp 	wepp 
effects 	monuments 
codenamed 	dubbed 
issue 	matters 
criminal 	offender 
murderer 	shooter 
underground 	underpass 
dismiss 	expel 
gai 	jay 
wake 	wake-up 
association 	federation 
csi 	lda 
coupler 	coupling 
mentions 	says 
court 	gerechtshof 
poorest 	poverty 
1990-2000 	1999/00 
overlap 	piggy-back 
fabrics 	textiles 
iines 	lines 
adaptor 	caddie 
km 	kph 
fuckface 	jackoff 
` in 	inuvialuit 
brawl 	rumble 
pvv 	vvd 
apportionment 	division 
calmness 	composure 
coupage 	cutting 
overstretched 	overwhelmed 
appalling 	ghastly 
appears 	seem 
grande 	major 
isaf 	offs 
redeem 	repurchase 
reinsert 	retype 
antwerp 	enver 
nest 	nested 
3,800 	38 
pr 	professor 
project 	proyecto 
clippings 	disconnections 
components 	facets 
cheating 	truffle 
cyclist 	rider 
howl 	yell 
blur 	confuse 
privat - 	private 
chris 	maracle 
grandad 	pappy 
sami 	sammy 
parking 	stopping 
effluents 	off-gases 
beef 	slaughter 
fern 	julie 
mayhem 	mutilation 
divert 	misappropriate 
levante 	numancia 
commotions 	disturbances 
resins 	resists 
bed 	bedlinen 
bread 	wheat 
anticipated 	envisioned 
commissioned 	operated 
331 	354 
close-ended 	closed 
discretionary 	estimated 
environ-mental 	environmental 
organiza - 	organizations 
annoyance 	displeasure 
navigating 	sail 
chis 	ol 
cost 	prices 
residues 	scrapings 
interoperability 	operability 
lee 	martin 
costume 	outfits 
am 	well 
alter 	tamper 
destroy 	dismantle 
exalted 	noble 
secure 	seguros 
casserole 	cutie 
fun 	hoot 
beaten 	punched 
03-06 	2003-06 
cc 	ss 
community-based 	communitybased 
appendixes 	attachments 
perform 	performance 
corporations 	ocs 
flow 	run-off 
afp 	philippine 
derailment 	wreck 
covered 	overcast 
acknowledgement 	thanks 
eurozone 	evra 
verbales 	word 
` am 	missus 
deniability 	denial 
- crazy 	crazy 
beans 	jewish 
erm 	mrc 
deviations 	exceptions 
allotment 	award 
belied 	refuted 
focuses 	specializes 
basal 	basis 
ii 	iii 
junior 	seinfeld 
confiscate 	expropriate 
etalon 	standard 
al-saud 	saud 
conference 	conferenza 
demonstration 	pilots 
factor 	musicaction 
greeting 	home 
small 	smallholder 
ministers 	minsters 
bénéficiaires 	recipients 
symbols 	trappings 
luminance 	luminosity 
just 	scarcely 
allocating 	attributing 
achieved 	derived 
levied 	taxed 
scorns 	tramples 
accompanying 	corresponding 
augustine 	augustín 
pcf 	tdc 
axial 	line 
lavage 	scrubbing 
fook 	fu 
beginning 	debut 
moisture 	wettest 
cessation 	halted 
corresponds 	relates 
re-seat 	reattach 
lance 	launch 
area 	région 
complements 	snap-in 
phases 	rounds 
convulsion 	upheaval 
entry 	inclusion 
nd 	sd 
muck 	peat 
activities 	measures 
barriers 	blockages 
flanges 	wings 
bimbo 	canteen 
edged 	witnessed 
2001 	31,2001 
2762 	2765 
diving 	underwater 
anhui 	shaanxi 
mbss 	rome 
catch 	fish 
489 	503 
gon na 	va 
affected 	ill-fated 
hinterland 	land-locked 
chiefs 	head 
kenney 	kenny 
lenses 	slow 
attenuate 	lessen 
delayed 	delaying 
facilitated 	facilities 
bit 	somewhat 
31/12/2004 	9/12/2004 
buttons 	poppers 
imponderables 	intangibles 
boom 	tree 
brain 	skull 
freak 	weirdo 
promptness 	swiftness 
disclosed 	shown 
acquaint 	inform 
counselor 	maître 
llp 	sarl 
richard 	richie 
discovery 	mine-detection 
excellency 	magnificence 
handout 	paper 
belligerent 	militant 
bcl 	cio 
philip 	phillipe 
adherents 	devotees 
adjustment 	regularization 
3,700 	370 
occupations 	professionals 
re-design 	rethinking 
wood 	woodland 
incontestable 	undisputable 
questionable 	shady 
attribution 	authoring 
ganja 	marijuana 
granny 	nan 
dismantling 	dissolving 
10.0 	48.5 
22 	24 
cairns 	keynes 
bars 	shelves 
logically 	rationally 
been 	given 
fuck 	goddam 
acs 	nca 
shaw 	yifu 
shura 	sura 
yehia 	yeshey 
axes 	themes 
rubles 	rupees 
functionality 	serviceability 
interpersonal 	personal 
giants 	tycoons 
point 	topic 
19th 	nineteen 
extinct 	extinguishment 
cooking 	cooks 
mademoiselle 	waitress 
deliver 	surrender 
7,700 	77 
broad 	expanded 
dkr 	sek 
pca 	sba 
sibling 	siblings 
aberrations 	divergences 
gore 	wages 
deepening 	depth 
forestry 	woodland 
10,900 	900 
18.7 	870 
based 	core 
computer 	equipo 
memoranda 	memories 
chaired 	hosted 
disguised 	surreptitious 
fatty 	grass 
re-emphasizing 	reaffirming 
` aménagement 	aménagement 
groundless 	unprovoked 
heightened 	intensified 
sparked 	unleashed 
hilly 	rolling 
aiding 	assistance 
bobbins 	rolls 
scrubbing 	wash 
engage 	recruit 
amien 	secretary 
ceremonial 	ceremonies 
companion 	comrade 
decimation 	depletion 
garden 	vine-garden 
considering 	exploring 
lying 	mens 
ohip 	premiums 
14.3 	1430 
absolute 	unfettered 
north-eastern 	northeasterly 
approved 	endorses 
reflect 	reflecting 
erasure 	removal 
contributed 	contribution 
2000 	2002 
arrest 	netted 
malnutrition 	nutritional 
aggregates 	conglomerates 
fighters 	planes 
misbehavior 	wrongdoing 
193 	197 
fortunate 	wealthy 
kosovo 	kosovo-wide 
central 	zentrale 
marlene 	marlins 
phn 	psn 
discount 	remission 
stray 	vagabond 
14:00 	14h 
asr 	rpa 
leaves 	left 
remissions 	sheds 
basin 	hydrographic 
fiducie 	indenture 
homosexuality 	sodomy 
hon 	honorable 
bucket 	shovel 
colossal 	formidable 
gpt 	kgm 
l. 4 	l. 5 
lu 	reading 
blocks 	packages 
bully 	raw 
ounce 	shred 
're 	guys 
hosting 	organizing 
happened 	transpired 
instal 	install 
biennial 	two-yearly 
hypothetical 	imaginary 
gaining 	win 
canister 	thimble 
slack 	slowdown 
burned 	fried 
sectoral 	swaps 
transformation 	transformed 
shootings 	shots 
glass 	goblet 
under-reporting 	undervaluation 
speaking 	taking 
exercises 	performs 
invalidate 	negate 
unv 	unva 
directory 	register 
1002 	2001 
drop-out 	out-of-school 
ccaq 	ccl 
boiled 	boiling 
competitor 	conflicting 
fishable 	workable 
illicit 	unauthorized 
backs 	coasts 
aptitude 	attitudinal 
dec 	kde 
elder 	old 
permit 	permitting 
record 	rendered 
hammer 	hammers 
legislation 	legislature 
altering 	modification 
infrequently 	sporadically 
482 	483 
smuggle 	trafficking 
alloying 	cast 
singularly 	uniquely 
recognized 	well-recognized 
214 	412 
aeb 	blk 
upswing 	upturn 
charmed 	delighted 
friends 	k-mart 
internally 	intra-state 
showing 	shows 
corporation 	firms 
abduction 	hostage-taking 
ca-ca 	crap 
fibreglass 	glass 
compensated 	outweighed 
financed 	subvented 
disgusting 	sick 
jy 	sunday 
abundance 	density 
fly 	maggot 
bonjour 	heilo 
astonishing 	impressive 
eka 	esa 
baleful 	dire 
diffuse 	scattered 
kanj 	king 
brains 	meninges 
misgivings 	objections 
hinted 	waved 
ice 	vue 
declines 	falls 
petitioners 	petitions 
contraception 	pregnancy 
descent 	raid 
fallen 	landed 
dirty 	sale 
helpers 	servants 
attacker 	offender 
cheap 	expensive 
cda 	noa 
disposal 	removing 
endpoints 	markers 
interest 	usefulness 
equally 	too 
constable 	cst 
fa 	fmd 
advantage 	gain 
expects 	trusts 
51 	51 . 
adjacent 	neighbors 
approa - 	approach 
cheong 	zheng 
julie 	katie 
tech 	technologies 
corpses 	skeletons 
beetle 	pest 
definition 	deﬁnition 
goodness 	heaven 
impasse 	stalling 
2803 	2867 
coombe 	kam 
held 	holds 
rebellion 	rebels 
documentation 	handouts 
undertakings 	ﬁrms 
don 	flair 
all 	together 
arbitrarily 	casually 
clear 	unequivocally 
aggravate 	inflame 
infraction 	offense 
uncover 	uncovers 
transfers 	transmissions 
cord 	medullary 
acute 	extreme 
civilian-run 	private 
smoke-free 	smoking 
coke 	sintering 
enrolled 	enrolment 
lrs 	sel 
interdictions 	prohibitions 
definitely 	undeniably 
escalates 	intensifies 
0.65 	16.5 
arc 	cdp 
same-store 	stores 
regimen 	schematic 
recovers 	restores 
maximum 	paramount 
relies 	uses 
guardians 	tutor 
defamation 	slur 
laughing 	smile 
agrees 	shares 
enhance 	facilitate 
bands 	slices 
brink 	periphery 
adopts 	endorses 
plein 	plenty 
` hui 	hui 
censor 	decry 
camille 	kami 
sheri 	sherry 
paragraphs 	passages 
brainchild 	idea 
feedingstuff 	food 
keg 	powder 
126 	612 
affected 	interested 
restrictive 	tight 
amenities 	services 
consignors 	mailers 
advocate 	defense 
genie 	jinn 
rafael 	raphaël 
seq 	seqq 
al-sadeq 	genuine 
latrines 	lavatories 
off-duty 	resting 
counsellors 	psychologists 
subway 	tube 
incisively 	profound 
